timestamp,fps,latency_ms,cpu_proc_percent,ram_mb,detections
2026-03-02T12:15:50,1.241,401.548,196.70,256.06,2
2026-03-02T12:15:50,3.279,227.414,326.90,261.34,2
2026-03-02T12:15:50,3.304,227.306,329.00,263.66,2
2026-03-02T12:15:51,3.312,227.234,326.60,258.75,2
2026-03-02T12:15:51,3.266,228.734,325.30,261.84,2
2026-03-02T12:15:51,3.297,226.112,328.70,259.82,2
2026-03-02T12:15:52,3.336,221.921,326.10,256.86,2
2026-03-02T12:15:52,3.281,228.015,326.80,261.79,2
2026-03-02T12:15:52,3.307,228.044,326.60,263.77,1
2026-03-02T12:15:53,3.322,227.967,328.10,258.76,2
2026-03-02T12:15:53,3.281,228.649,323.70,261.84,1
2026-03-02T12:15:53,3.296,227.803,328.10,259.82,2
2026-03-02T12:15:54,3.330,223.005,328.40,256.87,1
2026-03-02T12:15:54,3.192,229.275,324.30,261.79,2
2026-03-02T12:15:54,3.358,224.226,324.40,263.77,2
2026-03-02T12:15:54,3.272,232.386,326.50,258.76,2
2026-03-02T12:15:55,3.242,230.456,323.00,261.84,2
2026-03-02T12:15:55,3.254,229.717,327.60,259.83,2
2026-03-02T12:15:55,3.317,223.152,330.70,256.87,1
2026-03-02T12:15:56,3.278,222.298,323.80,261.80,2
2026-03-02T12:15:56,3.270,230.953,325.80,263.78,2
2026-03-02T12:15:56,3.264,231.868,328.90,258.77,1
2026-03-02T12:15:57,3.283,225.966,324.20,261.85,2
2026-03-02T12:15:57,3.239,230.536,329.60,259.83,1
2026-03-02T12:15:57,3.318,222.327,327.50,256.88,1
2026-03-02T12:15:58,3.308,225.095,322.90,261.80,1
2026-03-02T12:15:58,3.344,224.884,326.60,263.78,1
2026-03-02T12:15:58,3.340,227.393,329.90,258.77,1
2026-03-02T12:15:58,3.331,224.997,325.20,261.85,1
2026-03-02T12:15:59,3.294,229.391,331.40,259.83,1
2026-03-02T12:15:59,3.283,228.759,324.30,256.88,1
2026-03-02T12:15:59,3.310,222.224,323.60,261.80,1
2026-03-02T12:16:00,3.332,222.790,328.60,263.78,1
2026-03-02T12:16:00,3.170,236.270,322.20,258.77,1
2026-03-02T12:16:00,3.371,221.689,325.80,261.85,1
2026-03-02T12:16:01,3.340,227.561,329.40,259.83,2
2026-03-02T12:16:01,3.286,225.094,324.00,256.88,1
2026-03-02T12:16:01,3.305,224.437,326.40,261.80,1
2026-03-02T12:16:01,3.336,224.509,322.40,263.78,2
2026-03-02T12:16:02,3.357,223.931,327.80,258.77,2
2026-03-02T12:16:02,3.305,222.951,323.20,261.85,1
2026-03-02T12:16:02,3.307,226.573,329.40,259.83,1
2026-03-02T12:16:03,3.338,222.190,329.10,256.88,1
2026-03-02T12:16:03,3.249,225.246,324.10,261.80,1
2026-03-02T12:16:03,3.319,222.669,327.20,263.78,2
2026-03-02T12:16:04,3.289,225.404,324.00,258.77,2
2026-03-02T12:16:04,3.330,224.969,328.40,261.85,1
2026-03-02T12:16:04,3.310,228.489,326.30,259.83,1
2026-03-02T12:16:04,3.367,222.839,325.30,256.88,1
2026-03-02T12:16:05,3.249,226.036,320.40,261.80,2
2026-03-02T12:16:05,3.338,222.837,328.30,263.78,1
2026-03-02T12:16:05,3.319,224.958,326.60,258.77,1
2026-03-02T12:16:06,3.320,220.776,327.40,261.85,1
2026-03-02T12:16:06,3.216,232.301,327.20,259.83,1
2026-03-02T12:16:06,3.303,223.442,326.10,256.88,1
2026-03-02T12:16:07,3.295,225.715,325.10,261.80,1
2026-03-02T12:16:07,3.259,230.623,325.10,263.78,1
2026-03-02T12:16:07,3.252,230.563,330.90,258.77,2
2026-03-02T12:16:08,3.286,223.815,323.60,261.85,1
2026-03-02T12:16:08,3.292,230.830,327.60,259.84,2
2026-03-02T12:16:08,3.342,220.861,326.20,256.88,1
2026-03-02T12:16:08,3.314,224.030,326.80,261.80,1
2026-03-02T12:16:09,3.346,224.024,326.70,263.79,1
2026-03-02T12:16:09,3.291,229.251,324.60,258.77,1
2026-03-02T12:16:09,3.349,221.713,329.90,261.86,1
2026-03-02T12:16:10,3.321,226.560,327.10,259.84,2
2026-03-02T12:16:10,3.311,224.916,322.80,256.88,1
2026-03-02T12:16:10,3.317,220.024,327.10,261.80,1
2026-03-02T12:16:11,3.297,224.106,328.10,263.79,1
2026-03-02T12:16:11,3.249,229.060,326.60,258.77,1
2026-03-02T12:16:11,3.365,220.777,324.80,261.86,1
2026-03-02T12:16:11,3.340,227.107,325.70,259.84,1
2026-03-02T12:16:12,3.317,221.736,327.20,256.88,1
2026-03-02T12:16:12,3.299,224.797,321.90,261.80,1
2026-03-02T12:16:12,3.371,222.137,329.10,263.79,1
2026-03-02T12:16:13,3.337,226.570,329.10,258.77,1
2026-03-02T12:16:13,3.290,227.049,324.20,261.86,1
2026-03-02T12:16:13,3.310,225.779,326.50,259.84,1
2026-03-02T12:16:14,3.374,221.356,329.50,256.88,1
2026-03-02T12:16:14,3.176,233.306,322.30,261.80,1
2026-03-02T12:16:14,3.337,220.042,322.40,263.79,1
2026-03-02T12:16:15,3.269,227.630,329.10,258.77,1
2026-03-02T12:16:15,3.343,223.360,326.30,261.86,1
2026-03-02T12:16:15,3.323,228.094,327.30,259.84,1
2026-03-02T12:16:15,3.340,225.099,329.00,256.88,1
2026-03-02T12:16:16,3.330,221.685,324.80,261.80,1
2026-03-02T12:16:16,3.278,228.004,326.20,263.79,1
2026-03-02T12:16:16,3.265,228.739,328.20,258.77,1
2026-03-02T12:16:17,3.342,220.173,325.90,261.86,1
2026-03-02T12:16:17,3.220,232.408,330.30,259.84,1
2026-03-02T12:16:17,3.334,225.798,326.00,256.88,1
2026-03-02T12:16:18,3.270,226.577,322.80,261.80,1
2026-03-02T12:16:18,3.258,225.905,324.60,263.79,1
2026-03-02T12:16:18,3.281,227.376,326.90,258.77,1
2026-03-02T12:16:18,3.325,220.854,325.00,261.86,1
2026-03-02T12:16:19,3.274,226.786,329.30,259.84,1
2026-03-02T12:16:19,3.376,223.227,329.50,256.88,1
2026-03-02T12:16:19,3.358,221.997,321.20,261.80,1
