timestamp,fps,latency_ms,cpu_proc_percent,ram_mb,detections
2026-03-01T13:59:38,2.196,367.252,320.20,241.63,1
2026-03-01T13:59:39,3.285,221.090,320.60,246.90,1
2026-03-01T13:59:39,3.318,224.467,327.20,244.71,1
2026-03-01T13:59:39,3.285,222.888,324.10,247.83,1
2026-03-01T13:59:40,3.306,224.063,332.20,245.21,1
2026-03-01T13:59:40,3.328,224.893,321.90,248.29,1
2026-03-01T13:59:40,3.307,223.750,326.10,245.22,1
2026-03-01T13:59:40,3.334,223.069,325.40,248.30,1
2026-03-01T13:59:41,3.279,229.740,326.70,245.22,1
2026-03-01T13:59:41,3.343,221.132,326.30,248.30,1
2026-03-01T13:59:41,3.337,224.211,326.20,245.22,1
2026-03-01T13:59:42,3.323,222.459,327.90,248.30,1
2026-03-01T13:59:42,3.287,225.234,324.60,245.22,1
2026-03-01T13:59:42,3.287,223.624,327.90,248.30,1
2026-03-01T13:59:43,3.236,229.418,325.70,245.22,0
2026-03-01T13:59:43,3.276,228.096,326.50,248.30,1
2026-03-01T13:59:43,3.278,228.868,323.20,245.22,1
2026-03-01T13:59:44,3.279,224.878,327.10,248.30,1
2026-03-01T13:59:44,3.282,224.620,323.70,245.22,1
2026-03-01T13:59:44,3.285,222.878,324.50,248.30,2
2026-03-01T13:59:44,3.256,226.785,324.80,245.22,1
2026-03-01T13:59:45,3.270,226.799,325.90,248.30,2
2026-03-01T13:59:45,3.312,224.457,323.60,245.22,2
2026-03-01T13:59:45,3.319,220.982,327.40,248.30,1
2026-03-01T13:59:46,3.319,222.345,324.00,245.23,1
2026-03-01T13:59:46,3.263,225.011,325.50,248.30,2
2026-03-01T13:59:46,3.269,231.857,326.00,245.23,1
2026-03-01T13:59:47,3.282,227.907,320.20,248.30,1
2026-03-01T13:59:47,3.284,228.604,327.30,245.23,1
2026-03-01T13:59:47,3.289,224.103,324.60,248.30,2
2026-03-01T13:59:48,3.272,226.461,326.00,245.23,1
2026-03-01T13:59:48,3.251,226.895,323.90,248.30,1
2026-03-01T13:59:48,3.300,228.239,325.70,245.23,1
2026-03-01T13:59:48,3.315,223.209,323.60,248.30,1
2026-03-01T13:59:49,3.267,228.577,325.50,245.23,1
2026-03-01T13:59:49,3.275,223.548,326.70,248.30,1
2026-03-01T13:59:49,3.294,223.879,324.90,245.23,1
2026-03-01T13:59:50,3.259,223.835,327.90,248.30,1
2026-03-01T13:59:50,3.292,228.261,324.80,245.23,3
2026-03-01T13:59:50,3.289,225.798,324.20,248.30,2
2026-03-01T13:59:51,3.339,222.918,326.20,245.23,2
2026-03-01T13:59:51,3.313,222.714,326.90,248.30,1
2026-03-01T13:59:51,3.218,231.068,320.40,245.23,2
2026-03-01T13:59:51,3.274,223.299,323.00,248.30,1
