timestamp,fps,latency_ms,cpu_proc_percent,ram_mb,detections
2026-03-01T15:12:46,2.163,370.325,316.60,246.04,1
2026-03-01T15:12:46,3.290,220.842,321.20,251.30,1
2026-03-01T15:12:46,3.315,223.678,327.20,249.14,1
2026-03-01T15:12:47,3.344,222.083,319.80,252.25,1
2026-03-01T15:12:47,3.287,229.376,327.30,249.63,1
2026-03-01T15:12:47,3.336,221.814,325.40,252.71,1
2026-03-01T15:12:47,3.377,221.501,329.60,249.63,1
2026-03-01T15:12:48,3.336,222.620,325.60,252.72,1
2026-03-01T15:12:48,3.342,224.579,326.30,249.64,1
2026-03-01T15:12:48,3.310,223.888,326.50,252.72,1
2026-03-01T15:12:49,3.353,223.480,327.30,249.64,1
2026-03-01T15:12:49,3.319,222.180,324.40,252.72,1
2026-03-01T15:12:49,3.355,222.332,328.00,249.64,1
2026-03-01T15:12:50,3.335,221.524,326.00,252.72,1
2026-03-01T15:12:50,3.319,224.913,327.80,249.64,1
2026-03-01T15:12:50,3.352,219.888,327.10,252.72,1
2026-03-01T15:12:50,3.288,225.699,328.00,249.64,1
2026-03-01T15:12:51,3.285,223.556,324.00,252.72,1
2026-03-01T15:12:51,3.325,222.113,324.40,249.64,1
2026-03-01T15:12:51,3.323,220.522,324.80,252.72,1
2026-03-01T15:12:52,3.324,222.722,324.80,249.64,1
2026-03-01T15:12:52,3.395,220.128,328.20,252.72,1
2026-03-01T15:12:52,3.310,224.058,326.90,249.64,1
2026-03-01T15:12:53,3.301,221.991,326.00,252.72,1
2026-03-01T15:12:53,3.302,228.991,322.50,249.64,1
2026-03-01T15:12:53,3.293,226.237,321.90,252.72,1
2026-03-01T15:12:53,3.317,225.152,330.50,249.64,1
2026-03-01T15:12:54,3.315,222.698,323.50,252.72,1
2026-03-01T15:12:54,3.328,223.101,328.20,249.64,1
2026-03-01T15:12:54,3.337,220.103,325.90,252.72,1
2026-03-01T15:12:55,3.342,222.384,326.20,249.64,1
2026-03-01T15:12:55,3.319,220.657,324.00,252.72,1
2026-03-01T15:12:55,3.327,221.799,328.10,249.64,1
