timestamp,fps,latency_ms,cpu_proc_percent,ram_mb,detections,decision
2026-03-02T14:03:06,3.303,221.868,315.80,258.91,2,AVOID
2026-03-02T14:03:06,3.294,228.153,317.10,255.83,2,AVOID
2026-03-02T14:03:06,3.322,221.238,323.70,258.91,1,AVOID
2026-03-02T14:03:07,3.320,223.803,317.20,255.83,0,IDLE
2026-03-02T14:03:07,3.221,224.474,314.50,258.91,1,AVOID
2026-03-02T14:03:07,3.279,230.409,319.60,255.83,0,IDLE
2026-03-02T14:03:08,3.273,225.920,319.50,258.91,1,AVOID
2026-03-02T14:03:08,3.220,236.196,317.40,255.83,2,AVOID
2026-03-02T14:03:08,3.262,224.629,315.10,258.91,1,AVOID
2026-03-02T14:03:09,3.293,229.840,321.10,255.83,1,AVOID
2026-03-02T14:03:09,3.182,232.853,317.00,258.91,2,FOLLOW
2026-03-02T14:03:09,3.290,228.532,317.80,255.83,1,AVOID
2026-03-02T14:03:10,3.331,220.881,321.90,258.91,1,AVOID
2026-03-02T14:03:10,3.245,233.905,314.20,255.83,1,AVOID
2026-03-02T14:03:10,3.265,225.931,322.00,258.91,2,FOLLOW
2026-03-02T14:03:11,3.317,227.931,320.70,255.83,2,FOLLOW
2026-03-02T14:03:11,3.191,232.293,317.70,258.91,2,FOLLOW
2026-03-02T14:03:11,3.280,229.527,319.70,255.83,2,FOLLOW
2026-03-02T14:03:12,3.372,225.848,315.50,258.91,2,FOLLOW
2026-03-02T14:03:12,3.191,233.877,317.20,255.83,2,FOLLOW
2026-03-02T14:03:12,3.254,230.735,315.10,258.91,2,FOLLOW
2026-03-02T14:03:12,3.292,227.408,321.00,255.83,2,FOLLOW
2026-03-02T14:03:13,3.256,224.406,317.70,258.91,1,FOLLOW
2026-03-02T14:03:13,3.313,226.483,320.20,255.83,2,FOLLOW
2026-03-02T14:03:13,3.310,221.543,316.80,258.91,1,FOLLOW
2026-03-02T14:03:14,3.291,229.997,321.50,255.83,1,FOLLOW
2026-03-02T14:03:14,3.170,233.538,315.80,258.91,1,FOLLOW
2026-03-02T14:03:14,3.243,232.005,323.40,255.83,1,FOLLOW
2026-03-02T14:03:15,3.301,221.529,315.80,258.91,1,IDLE
2026-03-02T14:03:15,3.178,237.595,316.70,255.83,2,FOLLOW
2026-03-02T14:03:15,3.280,223.358,317.10,258.91,2,FOLLOW
2026-03-02T14:03:16,3.285,228.400,326.60,255.83,1,FOLLOW
2026-03-02T14:03:16,3.170,237.977,316.20,258.91,2,FOLLOW
2026-03-02T14:03:16,3.286,226.228,319.70,255.83,2,FOLLOW
2026-03-02T14:03:17,3.293,226.819,317.90,258.91,2,FOLLOW
2026-03-02T14:03:17,3.137,240.313,319.10,255.83,0,IDLE
2026-03-02T14:03:17,3.315,223.329,317.60,258.91,1,AVOID
2026-03-02T14:03:18,3.287,225.905,321.10,255.83,1,AVOID
2026-03-02T14:03:18,3.221,232.377,318.00,258.91,1,AVOID
2026-03-02T14:03:18,3.295,224.722,318.50,255.83,1,AVOID
2026-03-02T14:03:18,3.318,224.088,320.90,258.91,1,AVOID
2026-03-02T14:03:19,3.204,231.236,313.20,255.83,1,AVOID
2026-03-02T14:03:19,3.328,223.319,322.00,258.91,2,AVOID
2026-03-02T14:03:19,3.311,224.526,320.00,255.83,2,FOLLOW
2026-03-02T14:03:20,3.277,222.869,316.70,258.91,1,FOLLOW
2026-03-02T14:03:20,3.184,230.155,317.70,255.83,1,FOLLOW
2026-03-02T14:03:20,3.364,221.370,315.40,258.91,1,AVOID
2026-03-02T14:03:21,3.359,222.678,324.50,255.84,1,AVOID
2026-03-02T14:03:21,3.199,231.293,319.00,258.92,1,AVOID
2026-03-02T14:03:21,3.318,225.793,320.20,255.84,1,AVOID
2026-03-02T14:03:22,3.250,227.230,320.70,258.93,1,AVOID
2026-03-02T14:03:22,3.225,233.885,318.20,255.84,1,AVOID
2026-03-02T14:03:22,3.301,227.791,322.30,258.93,1,AVOID
2026-03-02T14:03:23,3.347,224.512,320.20,255.84,1,AVOID
2026-03-02T14:03:23,3.188,233.000,315.00,258.93,1,AVOID
2026-03-02T14:03:23,3.313,227.084,320.40,255.84,1,AVOID
2026-03-02T14:03:24,3.311,220.658,320.20,258.93,1,AVOID
2026-03-02T14:03:24,3.229,235.432,315.30,255.84,1,AVOID
2026-03-02T14:03:24,3.332,220.826,318.80,258.93,1,IDLE
2026-03-02T14:03:24,3.318,224.750,323.80,255.84,1,AVOID
2026-03-02T14:03:25,3.340,222.207,319.40,258.93,0,IDLE
2026-03-02T14:03:25,3.302,225.512,318.90,255.84,2,AVOID
2026-03-02T14:03:25,3.305,226.626,319.00,258.93,2,FOLLOW
2026-03-02T14:03:26,3.232,231.672,318.60,255.84,2,FOLLOW
2026-03-02T14:03:26,3.221,232.785,310.50,258.93,2,AVOID
2026-03-02T14:03:26,3.225,230.735,320.10,255.84,2,FOLLOW
2026-03-02T14:03:27,3.347,220.832,316.50,258.93,1,AVOID
2026-03-02T14:03:27,3.203,237.532,318.90,255.84,1,AVOID
2026-03-02T14:03:27,3.313,223.062,313.70,258.93,1,AVOID
2026-03-02T14:03:28,3.281,226.440,323.30,255.84,1,AVOID
2026-03-02T14:03:28,3.203,232.716,316.30,258.93,1,AVOID
2026-03-02T14:03:28,3.300,225.678,321.80,255.84,1,AVOID
2026-03-02T14:03:29,3.342,221.387,319.00,258.93,1,AVOID
2026-03-02T14:03:29,3.246,234.987,319.70,255.84,1,AVOID
2026-03-02T14:03:29,3.303,225.124,315.70,258.93,1,AVOID
2026-03-02T14:03:30,3.315,224.696,319.90,255.84,1,AVOID
2026-03-02T14:03:30,3.192,233.172,314.10,258.93,1,AVOID
2026-03-02T14:03:30,3.282,226.566,323.30,255.84,1,AVOID
2026-03-02T14:03:30,3.359,220.321,314.60,258.93,1,AVOID
2026-03-02T14:03:31,3.270,226.753,322.30,255.84,1,AVOID
2026-03-02T14:03:31,3.299,221.981,315.40,258.93,1,AVOID
2026-03-02T14:03:31,3.175,236.346,315.40,255.84,1,AVOID
2026-03-02T14:03:32,3.311,224.398,316.30,258.93,1,AVOID
2026-03-02T14:03:32,3.190,226.168,311.40,255.84,1,AVOID
2026-03-02T14:03:32,3.302,223.842,318.90,258.93,1,AVOID
2026-03-02T14:03:33,3.290,225.736,317.70,255.85,1,AVOID
2026-03-02T14:03:33,3.228,230.270,315.60,258.93,1,AVOID
2026-03-02T14:03:33,3.309,224.196,322.80,255.85,1,AVOID
2026-03-02T14:03:34,3.346,221.543,313.70,258.93,1,AVOID
2026-03-02T14:03:34,3.206,233.909,322.40,255.85,1,AVOID
2026-03-02T14:03:34,3.287,226.582,314.50,258.93,1,AVOID
2026-03-02T14:03:35,3.336,222.361,322.20,255.85,1,AVOID
2026-03-02T14:03:35,3.196,235.196,311.60,258.93,1,AVOID
2026-03-02T14:03:35,3.243,229.497,319.40,255.85,1,AVOID
2026-03-02T14:03:36,3.315,224.156,317.40,258.93,1,AVOID
2026-03-02T14:03:36,3.161,235.169,321.60,255.85,1,AVOID
2026-03-02T14:03:36,3.308,223.912,316.30,258.93,1,AVOID
2026-03-02T14:03:37,3.304,230.356,315.80,255.85,1,AVOID
2026-03-02T14:03:37,3.290,225.338,318.30,258.93,1,AVOID
2026-03-02T14:03:37,3.297,225.081,322.10,255.85,1,AVOID
2026-03-02T14:03:37,3.296,226.951,315.40,258.93,1,AVOID
2026-03-02T14:03:38,3.241,231.410,316.70,255.85,1,AVOID
2026-03-02T14:03:38,3.328,224.001,317.30,258.93,1,AVOID
2026-03-02T14:03:38,3.278,228.428,323.40,255.85,1,AVOID
2026-03-02T14:03:39,3.293,222.843,315.00,258.93,1,AVOID
2026-03-02T14:03:39,3.218,234.385,321.10,255.85,1,AVOID
2026-03-02T14:03:39,3.321,220.795,317.90,258.93,1,AVOID
2026-03-02T14:03:40,3.297,227.974,322.00,255.85,1,AVOID
2026-03-02T14:03:40,3.247,226.784,317.30,258.93,1,AVOID
2026-03-02T14:03:40,3.313,226.735,320.20,255.85,1,AVOID
2026-03-02T14:03:41,3.306,223.011,319.70,258.93,1,AVOID
2026-03-02T14:03:41,3.217,236.047,317.30,255.85,1,AVOID
2026-03-02T14:03:41,3.341,219.868,319.80,258.93,1,AVOID
2026-03-02T14:03:42,3.330,227.445,319.30,255.85,1,AVOID
2026-03-02T14:03:42,3.206,229.362,310.40,258.93,1,AVOID
2026-03-02T14:03:42,3.282,226.283,323.60,255.85,1,AVOID
2026-03-02T14:03:43,3.181,232.835,311.00,258.93,1,AVOID
2026-03-02T14:03:43,3.329,225.625,318.70,255.85,1,AVOID
2026-03-02T14:03:43,3.342,219.620,316.80,258.93,1,AVOID
2026-03-02T14:03:43,3.309,224.604,319.70,255.85,1,AVOID
2026-03-02T14:03:44,3.331,222.910,319.00,258.93,1,AVOID
2026-03-02T14:03:44,3.212,237.918,317.20,255.85,1,AVOID
2026-03-02T14:03:44,3.333,223.262,315.80,258.93,1,AVOID
2026-03-02T14:03:45,3.305,224.945,322.60,255.85,1,AVOID
2026-03-02T14:03:45,3.231,233.092,315.50,258.93,1,AVOID
2026-03-02T14:03:45,3.318,223.965,320.50,255.85,1,AVOID
2026-03-02T14:03:46,3.288,223.107,321.10,258.93,1,AVOID
2026-03-02T14:03:46,3.231,232.230,318.70,255.85,1,AVOID
2026-03-02T14:03:46,3.314,220.643,316.80,258.93,1,AVOID
2026-03-02T14:03:47,3.346,224.205,318.80,255.85,1,AVOID
2026-03-02T14:03:47,3.192,231.648,318.30,258.93,1,FOLLOW
2026-03-02T14:03:47,3.285,228.224,321.00,255.85,1,FOLLOW
2026-03-02T14:03:48,3.244,227.843,316.90,258.93,1,FOLLOW
2026-03-02T14:03:48,3.185,234.247,317.60,255.85,1,FOLLOW
2026-03-02T14:03:48,3.324,224.776,317.60,258.93,1,FOLLOW
2026-03-02T14:03:48,3.290,227.331,317.60,255.85,1,AVOID
2026-03-02T14:03:49,3.235,227.530,321.80,258.93,1,AVOID
2026-03-02T14:03:49,3.288,227.065,317.90,255.85,1,AVOID
2026-03-02T14:03:49,3.293,227.651,317.90,258.93,1,AVOID
2026-03-02T14:03:50,3.232,232.053,319.10,255.85,1,AVOID
2026-03-02T14:03:50,3.250,224.884,311.10,258.93,1,AVOID
2026-03-02T14:03:50,3.296,225.950,322.30,255.85,1,AVOID
2026-03-02T14:03:51,3.299,222.060,315.70,258.93,1,AVOID
2026-03-02T14:03:51,3.230,233.178,321.70,255.85,1,AVOID
2026-03-02T14:03:51,3.297,222.478,315.20,258.93,1,AVOID
2026-03-02T14:03:52,3.348,223.093,322.80,255.85,1,AVOID
2026-03-02T14:03:52,3.232,227.729,315.90,258.93,1,AVOID
