timestamp,fps,latency_ms,cpu_percent,ram_mb,detections,decision
2026-03-06T01:00:26,1.97,381.08,297.40,249.91,1,FOLLOW
2026-03-06T01:00:27,1.93,410.76,136.00,329.45,1,FOLLOW
2026-03-06T01:00:28,2.08,397.06,190.70,332.40,1,FOLLOW
2026-03-06T01:00:29,1.79,458.86,196.10,330.48,2,FOLLOW
2026-03-06T01:00:29,1.81,446.11,195.00,333.60,1,FOLLOW
2026-03-06T01:00:30,1.83,461.52,185.30,330.48,1,FOLLOW
2026-03-06T01:00:31,1.87,443.56,194.60,333.60,1,FOLLOW
2026-03-06T01:00:31,1.81,459.57,203.40,330.48,1,FOLLOW
2026-03-06T01:00:32,1.98,410.16,204.90,333.60,1,FOLLOW
2026-03-06T01:00:33,1.92,428.13,206.90,330.48,1,FOLLOW
2026-03-06T01:00:33,1.93,433.22,216.50,333.60,1,FOLLOW
2026-03-06T01:00:34,1.82,449.78,203.10,330.48,1,FOLLOW
2026-03-06T01:00:35,1.93,417.84,210.80,333.60,1,FOLLOW
2026-03-06T01:00:35,1.83,464.61,201.30,330.48,1,FOLLOW
2026-03-06T01:00:36,1.84,451.19,216.60,333.60,3,AVOID
2026-03-06T01:00:36,1.75,488.98,208.60,330.49,3,AVOID
2026-03-06T01:00:37,1.82,465.76,213.70,333.61,1,FOLLOW
2026-03-06T01:00:38,1.68,497.49,201.60,330.50,1,FOLLOW
2026-03-06T01:00:38,1.64,520.51,201.70,333.61,2,FOLLOW
2026-03-06T01:00:39,1.79,474.36,198.30,330.50,3,AVOID
2026-03-06T01:00:40,1.65,514.00,209.20,333.61,2,FOLLOW
2026-03-06T01:00:40,2.32,348.21,243.90,330.50,3,AVOID
2026-03-06T01:00:41,1.74,489.90,213.00,333.61,3,AVOID
2026-03-06T01:00:41,1.78,459.73,203.60,330.50,2,FOLLOW
2026-03-06T01:00:42,1.85,439.61,199.30,333.61,2,FOLLOW
2026-03-06T01:00:43,1.72,491.56,201.60,330.50,3,AVOID
2026-03-06T01:00:43,1.77,435.29,184.40,333.61,2,FOLLOW
2026-03-06T01:00:44,1.78,481.30,211.60,330.50,2,FOLLOW
2026-03-06T01:00:45,1.73,481.08,196.30,333.61,3,AVOID
2026-03-06T01:00:45,2.32,344.55,250.30,330.50,2,FOLLOW
2026-03-06T01:00:46,1.90,418.64,217.60,333.61,2,FOLLOW
2026-03-06T01:00:47,1.69,482.70,202.20,330.50,2,FOLLOW
