timestamp,fps,latency_ms,cpu_percent,ram_mb,detections,decision
2026-03-06T00:51:55,1.96,384.40,299.70,249.91,1,FOLLOW
2026-03-06T00:51:56,1.88,430.95,138.60,329.35,2,FOLLOW
2026-03-06T00:51:57,2.18,370.28,194.90,332.53,1,FOLLOW
2026-03-06T00:51:57,1.91,431.13,204.10,330.36,2,FOLLOW
2026-03-06T00:51:58,1.82,455.72,200.80,333.48,1,FOLLOW
2026-03-06T00:51:59,1.95,418.95,194.20,330.37,2,FOLLOW
2026-03-06T00:52:00,1.83,446.21,191.90,333.48,3,AVOID
2026-03-06T00:52:00,1.88,436.81,203.60,330.37,1,FOLLOW
2026-03-06T00:52:01,2.05,389.16,210.10,333.48,1,FOLLOW
2026-03-06T00:52:01,1.82,459.22,209.90,330.37,1,FOLLOW
2026-03-06T00:52:02,1.97,416.30,232.50,333.48,1,FOLLOW
2026-03-06T00:52:03,1.89,426.53,216.80,330.37,1,FOLLOW
2026-03-06T00:52:03,2.04,391.19,214.10,333.52,1,FOLLOW
2026-03-06T00:52:04,2.01,406.39,208.50,330.41,1,FOLLOW
2026-03-06T00:52:04,1.91,421.61,210.50,333.53,1,FOLLOW
2026-03-06T00:52:05,1.94,432.69,226.30,330.42,1,FOLLOW
2026-03-06T00:52:06,1.80,455.08,223.00,333.54,1,FOLLOW
2026-03-06T00:52:06,1.84,456.08,224.40,330.42,1,FOLLOW
2026-03-06T00:52:07,1.90,428.47,218.50,333.54,1,FOLLOW
2026-03-06T00:52:07,2.20,364.64,223.70,330.91,1,FOLLOW
2026-03-06T00:52:08,1.88,435.97,228.30,334.02,1,FOLLOW
2026-03-06T00:52:09,1.89,446.31,225.00,330.91,1,FOLLOW
2026-03-06T00:52:09,1.74,488.01,209.00,334.02,1,FOLLOW
2026-03-06T00:52:10,1.98,404.82,219.00,330.91,1,FOLLOW
2026-03-06T00:52:10,1.97,407.59,224.00,334.02,1,FOLLOW
2026-03-06T00:52:11,2.02,413.85,227.30,330.91,1,FOLLOW
2026-03-06T00:52:11,1.92,423.37,226.80,334.02,1,FOLLOW
2026-03-06T00:52:12,1.96,429.73,221.40,330.91,1,FOLLOW
2026-03-06T00:52:13,1.91,422.74,208.00,334.03,1,FOLLOW
2026-03-06T00:52:13,1.94,429.30,214.10,330.91,1,FOLLOW
2026-03-06T00:52:14,1.92,413.13,209.00,334.03,1,FOLLOW
2026-03-06T00:52:15,1.73,487.40,197.50,330.91,2,FOLLOW
2026-03-06T00:52:15,2.18,368.27,249.00,334.03,3,AVOID
2026-03-06T00:52:16,1.74,488.59,214.00,330.91,4,AVOID
2026-03-06T00:52:16,1.81,450.03,210.90,334.03,2,FOLLOW
2026-03-06T00:52:17,1.98,414.35,208.90,330.91,2,FOLLOW
2026-03-06T00:52:18,1.86,437.29,198.70,334.03,2,FOLLOW
2026-03-06T00:52:18,1.82,463.33,208.00,331.13,2,FOLLOW
2026-03-06T00:52:19,1.70,485.38,204.90,334.21,2,FOLLOW
2026-03-06T00:52:20,1.88,444.55,213.40,331.13,2,FOLLOW
2026-03-06T00:52:20,2.19,364.00,247.80,334.21,3,AVOID
2026-03-06T00:52:21,1.87,420.49,213.50,331.13,2,FOLLOW
2026-03-06T00:52:21,1.82,455.86,192.30,334.21,2,FOLLOW
2026-03-06T00:52:22,2.17,365.32,247.70,331.13,2,FOLLOW
2026-03-06T00:52:22,1.80,460.92,217.00,334.21,2,FOLLOW
2026-03-06T00:52:23,2.23,363.18,252.50,331.13,2,FOLLOW
2026-03-06T00:52:23,1.87,441.19,231.90,334.21,2,FOLLOW
2026-03-06T00:52:24,1.78,479.05,210.80,331.13,1,FOLLOW
2026-03-06T00:52:25,1.82,448.91,190.60,334.21,1,FOLLOW
2026-03-06T00:52:25,1.86,435.67,210.70,331.13,1,FOLLOW
2026-03-06T00:52:26,1.81,455.41,208.60,334.21,1,FOLLOW
2026-03-06T00:52:27,1.89,432.92,202.10,331.13,1,FOLLOW
2026-03-06T00:52:27,1.75,477.74,206.90,334.21,0,IDLE
2026-03-06T00:52:28,2.04,395.95,235.60,331.14,0,IDLE
2026-03-06T00:52:29,1.78,474.94,215.60,334.22,0,IDLE
2026-03-06T00:52:29,1.89,435.74,200.70,331.36,0,IDLE
2026-03-06T00:52:30,1.76,473.34,209.00,334.44,0,IDLE
2026-03-06T00:52:30,1.78,474.00,210.00,331.36,0,IDLE
2026-03-06T00:52:31,1.95,408.65,205.50,334.44,1,FOLLOW
2026-03-06T00:52:32,1.84,457.61,198.70,331.36,1,FOLLOW
2026-03-06T00:52:32,1.77,460.39,191.10,334.44,1,FOLLOW
2026-03-06T00:52:33,1.62,532.64,199.80,332.18,1,FOLLOW
2026-03-06T00:52:34,2.13,366.19,240.80,335.27,0,IDLE
2026-03-06T00:52:34,1.80,460.30,207.00,332.07,0,IDLE
2026-03-06T00:52:35,1.73,478.78,199.00,335.16,0,IDLE
2026-03-06T00:52:36,1.74,485.56,202.10,332.07,0,IDLE
2026-03-06T00:52:36,1.74,482.87,207.40,335.16,0,IDLE
2026-03-06T00:52:37,1.96,419.03,196.70,332.07,0,IDLE
2026-03-06T00:52:38,1.89,428.52,201.20,335.16,0,IDLE
2026-03-06T00:52:38,1.93,425.00,201.20,332.07,0,IDLE
2026-03-06T00:52:39,1.77,473.14,199.90,335.16,0,IDLE
2026-03-06T00:52:39,1.76,478.41,212.90,332.07,1,FOLLOW
2026-03-06T00:52:40,1.74,482.56,208.70,335.16,2,FOLLOW
2026-03-06T00:52:41,1.79,462.93,210.60,332.08,1,FOLLOW
2026-03-06T00:52:41,1.90,431.95,205.70,335.16,1,FOLLOW
2026-03-06T00:52:42,1.68,509.07,209.10,332.08,1,FOLLOW
2026-03-06T00:52:43,1.82,463.10,213.90,335.16,1,FOLLOW
2026-03-06T00:52:43,1.95,423.66,225.60,332.08,1,FOLLOW
2026-03-06T00:52:44,2.01,402.21,218.00,335.16,1,FOLLOW
2026-03-06T00:52:44,1.86,451.33,211.10,332.08,2,FOLLOW
2026-03-06T00:52:45,1.90,431.96,204.60,335.16,3,AVOID
2026-03-06T00:52:46,1.77,477.03,215.70,332.08,2,FOLLOW
2026-03-06T00:52:46,1.91,415.42,210.20,335.16,2,FOLLOW
2026-03-06T00:52:47,1.80,464.47,221.60,332.08,2,FOLLOW
2026-03-06T00:52:48,1.86,439.08,203.00,335.16,2,FOLLOW
2026-03-06T00:52:48,1.74,484.47,204.30,332.30,2,FOLLOW
2026-03-06T00:52:49,2.19,362.83,245.90,335.38,2,FOLLOW
2026-03-06T00:52:49,1.70,506.69,210.30,332.30,2,FOLLOW
2026-03-06T00:52:50,1.92,418.13,194.60,335.38,3,AVOID
2026-03-06T00:52:51,1.87,443.63,197.70,332.30,3,AVOID
2026-03-06T00:52:51,2.19,364.68,247.00,335.38,2,FOLLOW
2026-03-06T00:52:52,1.96,418.20,216.20,332.30,2,FOLLOW
2026-03-06T00:52:52,1.60,528.74,198.90,335.38,2,FOLLOW
2026-03-06T00:52:53,1.71,501.54,212.10,332.30,2,FOLLOW
2026-03-06T00:52:54,1.84,447.34,221.80,335.38,2,FOLLOW
2026-03-06T00:52:54,1.84,454.65,218.70,332.30,2,FOLLOW
2026-03-06T00:52:55,1.85,445.69,203.50,335.38,2,FOLLOW
