timestamp,fps,latency_ms,cpu_proc_percent,ram_mb,detections
2026-03-02T12:54:25,2.031,378.511,306.20,251.82,3
2026-03-02T12:54:25,3.324,220.671,326.80,257.24,3
2026-03-02T12:54:26,3.326,223.963,326.70,255.06,3
2026-03-02T12:54:26,3.235,228.837,324.90,258.18,2
2026-03-02T12:54:26,3.319,227.817,329.80,255.56,3
2026-03-02T12:54:26,3.339,224.246,324.90,258.64,3
2026-03-02T12:54:27,3.342,225.161,321.80,255.56,3
2026-03-02T12:54:27,3.336,222.647,327.90,258.64,3
2026-03-02T12:54:27,3.386,222.013,329.60,255.57,3
2026-03-02T12:54:28,3.319,224.204,323.30,258.64,3
2026-03-02T12:54:28,3.208,233.794,322.30,255.79,2
2026-03-02T12:54:28,3.320,220.065,323.30,258.86,2
2026-03-02T12:54:29,3.332,226.861,327.80,255.79,2
2026-03-02T12:54:29,3.252,229.962,323.10,258.86,2
2026-03-02T12:54:29,3.347,223.002,325.90,255.79,2
2026-03-02T12:54:30,3.328,221.719,327.10,258.87,3
2026-03-02T12:54:30,3.315,224.796,325.90,255.79,3
2026-03-02T12:54:30,3.309,221.530,325.30,258.87,2
2026-03-02T12:54:30,3.309,224.662,325.20,255.79,3
2026-03-02T12:54:31,3.307,220.463,325.00,258.87,3
2026-03-02T12:54:31,3.222,234.107,320.50,255.79,3
2026-03-02T12:54:31,3.296,222.878,321.00,258.87,3
2026-03-02T12:54:32,3.311,224.162,328.40,255.79,3
2026-03-02T12:54:32,3.253,230.484,322.70,258.87,2
2026-03-02T12:54:32,3.392,221.936,330.00,255.79,3
2026-03-02T12:54:33,3.330,222.928,320.70,258.87,3
2026-03-02T12:54:33,3.234,232.966,327.60,255.79,3
2026-03-02T12:54:33,3.287,223.878,323.30,258.87,3
2026-03-02T12:54:33,3.329,223.056,327.10,255.79,3
2026-03-02T12:54:34,3.347,223.063,322.30,258.87,2
2026-03-02T12:54:34,3.335,225.765,321.70,255.79,3
2026-03-02T12:54:34,3.374,219.274,324.90,258.87,3
2026-03-02T12:54:35,3.348,224.505,325.80,255.79,3
2026-03-02T12:54:35,3.274,226.433,318.80,258.87,3
2026-03-02T12:54:35,3.336,222.732,328.20,255.79,3
2026-03-02T12:54:36,3.314,221.291,326.10,258.87,3
2026-03-02T12:54:36,3.217,238.103,326.10,255.79,2
2026-03-02T12:54:36,3.298,226.820,317.80,258.87,3
2026-03-02T12:54:37,3.330,225.946,331.00,255.79,3
2026-03-02T12:54:37,3.261,228.198,320.80,258.87,3
2026-03-02T12:54:37,3.326,228.703,323.80,255.79,3
2026-03-02T12:54:37,3.290,224.101,326.80,258.87,2
2026-03-02T12:54:38,3.307,228.243,325.00,255.79,3
2026-03-02T12:54:38,3.349,220.400,325.30,258.87,3
2026-03-02T12:54:38,3.358,223.283,327.00,255.79,3
2026-03-02T12:54:39,3.364,220.521,324.10,258.87,3
2026-03-02T12:54:39,3.258,231.296,330.50,255.79,2
2026-03-02T12:54:39,3.347,219.471,322.50,258.87,3
2026-03-02T12:54:40,3.323,223.759,326.60,255.79,3
2026-03-02T12:54:40,3.282,230.225,326.20,258.87,2
2026-03-02T12:54:40,3.334,226.298,321.80,255.79,2
2026-03-02T12:54:40,3.309,224.695,325.70,258.87,3
2026-03-02T12:54:41,3.348,223.819,325.90,255.79,3
2026-03-02T12:54:41,3.332,221.103,327.90,258.87,3
2026-03-02T12:54:41,3.340,222.949,324.40,255.79,3
2026-03-02T12:54:42,3.318,221.854,326.10,258.87,2
2026-03-02T12:54:42,3.208,238.843,324.90,255.79,3
2026-03-02T12:54:42,3.329,224.707,324.20,258.87,2
