timestamp,fps,latency_ms,cpu_proc_percent,ram_mb,detections,decision
2026-03-05T23:29:18,1.176,387.567,179.80,250.85,1,FOLLOW
2026-03-05T23:29:19,3.257,227.424,314.60,256.25,1,FOLLOW
2026-03-05T23:29:19,3.275,228.685,322.70,254.29,2,FOLLOW
2026-03-05T23:29:19,3.341,221.358,319.40,257.41,1,FOLLOW
2026-03-05T23:29:20,3.289,228.056,318.00,254.80,1,FOLLOW
2026-03-05T23:29:20,3.337,222.692,316.00,257.88,1,FOLLOW
2026-03-05T23:29:20,3.331,224.433,321.50,254.80,1,FOLLOW
2026-03-05T23:29:21,3.331,221.982,321.30,257.88,1,FOLLOW
2026-03-05T23:29:21,3.307,229.764,326.10,254.80,1,FOLLOW
2026-03-05T23:29:21,3.311,223.964,320.00,257.88,1,FOLLOW
2026-03-05T23:29:21,3.372,227.025,322.40,254.80,1,FOLLOW
2026-03-05T23:29:22,3.355,223.975,321.00,257.88,1,FOLLOW
2026-03-05T23:29:22,3.366,223.403,321.90,254.80,1,FOLLOW
2026-03-05T23:29:22,3.328,221.535,321.50,257.88,1,FOLLOW
2026-03-05T23:29:23,3.318,230.203,320.50,254.80,1,FOLLOW
2026-03-05T23:29:23,3.348,222.400,320.40,257.88,1,FOLLOW
2026-03-05T23:29:23,3.283,228.118,323.60,254.80,1,FOLLOW
2026-03-05T23:29:24,3.301,228.246,319.20,257.88,3,FOLLOW
2026-03-05T23:29:24,3.325,225.165,321.50,254.80,2,FOLLOW
2026-03-05T23:29:24,3.324,222.077,317.50,257.88,1,FOLLOW
2026-03-05T23:29:25,3.290,230.869,321.50,254.80,1,FOLLOW
2026-03-05T23:29:25,3.321,223.638,320.90,257.88,1,FOLLOW
2026-03-05T23:29:25,3.318,230.710,323.70,254.80,1,FOLLOW
2026-03-05T23:29:25,3.318,225.575,317.50,257.88,1,FOLLOW
2026-03-05T23:29:26,3.281,234.031,323.40,254.80,3,FOLLOW
2026-03-05T23:29:26,3.281,229.095,317.10,257.88,3,FOLLOW
2026-03-05T23:29:26,3.265,229.496,321.90,254.80,1,FOLLOW
2026-03-05T23:29:27,3.328,225.343,321.60,257.88,1,FOLLOW
2026-03-05T23:29:27,3.324,225.709,321.00,254.80,2,FOLLOW
2026-03-05T23:29:27,3.287,224.515,320.60,257.88,1,FOLLOW
2026-03-05T23:29:28,3.322,226.631,317.80,254.80,1,FOLLOW
2026-03-05T23:29:28,3.339,220.971,317.40,257.88,3,FOLLOW
2026-03-05T23:29:28,3.297,226.993,324.80,254.80,1,FOLLOW
2026-03-05T23:29:29,3.309,225.059,323.10,257.88,1,FOLLOW
2026-03-05T23:29:29,3.318,224.215,320.70,254.80,1,FOLLOW
2026-03-05T23:29:29,3.283,229.197,317.60,257.88,1,FOLLOW
2026-03-05T23:29:30,3.317,225.623,320.80,254.80,1,FOLLOW
2026-03-05T23:29:30,3.315,222.947,320.40,257.88,2,FOLLOW
2026-03-05T23:29:30,3.316,227.866,323.60,254.80,1,FOLLOW
2026-03-05T23:29:30,3.318,223.349,320.90,257.89,1,FOLLOW
2026-03-05T23:29:31,3.319,224.649,321.30,254.80,2,FOLLOW
2026-03-05T23:29:31,3.152,236.391,308.80,257.89,1,FOLLOW
2026-03-05T23:29:31,3.071,247.591,307.10,254.80,1,FOLLOW
2026-03-05T23:29:32,3.291,227.185,315.60,257.89,1,FOLLOW
2026-03-05T23:29:32,3.287,227.321,324.60,254.80,2,FOLLOW
2026-03-05T23:29:32,3.392,221.582,318.10,257.89,2,FOLLOW
2026-03-05T23:29:33,3.313,228.330,323.70,254.80,2,FOLLOW
2026-03-05T23:29:33,3.325,222.271,321.60,257.89,2,FOLLOW
2026-03-05T23:29:33,2.987,253.800,298.50,254.80,2,FOLLOW
2026-03-05T23:29:34,3.336,223.814,319.50,257.89,2,FOLLOW
2026-03-05T23:29:34,3.304,226.852,322.90,254.80,2,FOLLOW
2026-03-05T23:29:34,3.370,223.378,325.70,257.89,1,FOLLOW
2026-03-05T23:29:35,3.347,226.672,320.50,254.80,3,FOLLOW
2026-03-05T23:29:35,3.340,221.710,316.60,257.89,2,FOLLOW
2026-03-05T23:29:35,3.346,222.655,323.50,254.80,2,FOLLOW
2026-03-05T23:29:36,3.365,223.290,322.00,257.89,2,FOLLOW
2026-03-05T23:29:36,3.335,226.766,322.50,254.80,2,FOLLOW
2026-03-05T23:29:36,3.351,220.940,320.90,257.89,1,FOLLOW
2026-03-05T23:29:36,3.293,226.147,322.10,254.80,2,FOLLOW
2026-03-05T23:29:37,3.290,227.724,321.40,257.89,1,FOLLOW
2026-03-05T23:29:37,3.306,226.488,323.20,254.80,1,FOLLOW
2026-03-05T23:29:37,3.378,222.192,316.80,257.89,2,FOLLOW
2026-03-05T23:29:38,3.304,229.111,316.20,254.80,1,FOLLOW
2026-03-05T23:29:38,3.309,223.907,323.50,257.89,1,FOLLOW
2026-03-05T23:29:38,3.234,234.959,319.40,254.80,1,FOLLOW
2026-03-05T23:29:39,3.320,222.844,318.10,257.89,1,FOLLOW
2026-03-05T23:29:39,3.369,226.089,321.80,254.80,1,FOLLOW
2026-03-05T23:29:39,3.334,225.150,319.40,257.89,1,FOLLOW
2026-03-05T23:29:40,3.353,223.889,317.90,254.80,1,FOLLOW
2026-03-05T23:29:40,3.307,223.687,319.80,257.89,1,FOLLOW
2026-03-05T23:29:40,3.362,226.235,321.70,254.80,1,FOLLOW
2026-03-05T23:29:41,3.311,226.132,320.10,257.89,1,FOLLOW
2026-03-05T23:29:41,3.237,237.077,316.40,254.81,1,FOLLOW
2026-03-05T23:29:41,3.345,223.419,320.00,257.89,2,FOLLOW
2026-03-05T23:29:41,3.340,224.039,319.50,254.81,1,FOLLOW
2026-03-05T23:29:42,3.293,223.580,321.50,257.89,1,FOLLOW
2026-03-05T23:29:42,3.298,228.510,322.10,254.81,2,FOLLOW
2026-03-05T23:29:42,3.316,221.807,317.20,257.89,1,FOLLOW
2026-03-05T23:29:43,3.316,229.293,323.40,254.81,1,FOLLOW
2026-03-05T23:29:43,3.353,221.405,320.40,257.89,1,FOLLOW
2026-03-05T23:29:43,3.187,228.272,314.50,254.81,1,FOLLOW
2026-03-05T23:29:44,3.267,227.653,315.70,257.89,1,FOLLOW
2026-03-05T23:29:44,3.323,224.160,320.10,254.81,1,FOLLOW
2026-03-05T23:29:44,3.304,226.338,319.60,257.89,1,FOLLOW
2026-03-05T23:29:45,3.266,228.534,325.60,254.81,1,FOLLOW
2026-03-05T23:29:45,3.339,224.445,316.30,257.89,1,FOLLOW
2026-03-05T23:29:45,3.331,224.636,325.00,254.81,2,FOLLOW
2026-03-05T23:29:46,3.282,225.321,317.20,257.89,1,FOLLOW
2026-03-05T23:29:46,3.307,228.464,322.70,254.81,1,FOLLOW
2026-03-05T23:29:46,3.300,222.231,315.20,257.89,1,FOLLOW
2026-03-05T23:29:46,3.373,224.938,325.80,254.81,1,FOLLOW
2026-03-05T23:29:47,3.337,223.664,319.30,257.89,3,FOLLOW
2026-03-05T23:29:47,3.305,226.021,322.70,254.81,1,FOLLOW
2026-03-05T23:29:47,3.331,226.325,324.90,257.89,1,FOLLOW
2026-03-05T23:29:48,3.349,225.123,320.40,254.81,1,FOLLOW
2026-03-05T23:29:48,3.339,221.489,319.40,257.89,1,FOLLOW
2026-03-05T23:29:48,3.350,222.013,323.60,254.81,1,FOLLOW
2026-03-05T23:29:49,3.312,226.042,316.90,257.89,1,FOLLOW
2026-03-05T23:29:49,3.347,223.135,323.40,254.81,1,FOLLOW
2026-03-05T23:29:49,3.318,221.915,316.30,257.89,1,FOLLOW
2026-03-05T23:29:50,3.292,229.538,321.40,254.81,1,FOLLOW
2026-03-05T23:29:50,3.283,225.591,323.70,257.89,1,FOLLOW
2026-03-05T23:29:50,3.345,226.855,319.50,254.81,2,FOLLOW
2026-03-05T23:29:51,3.289,226.302,317.40,257.89,1,FOLLOW
2026-03-05T23:29:51,3.334,229.792,324.90,254.81,1,FOLLOW
2026-03-05T23:29:51,3.293,226.981,318.40,257.89,1,FOLLOW
2026-03-05T23:29:51,3.325,225.167,323.90,254.81,1,FOLLOW
2026-03-05T23:29:52,3.369,223.778,318.60,257.89,1,FOLLOW
2026-03-05T23:29:52,3.318,227.857,320.60,254.81,2,FOLLOW
2026-03-05T23:29:52,3.346,221.017,319.90,257.89,2,FOLLOW
2026-03-05T23:29:53,3.310,225.858,322.90,254.81,1,FOLLOW
2026-03-05T23:29:53,3.285,227.529,320.80,257.89,1,FOLLOW
2026-03-05T23:29:53,3.311,224.661,320.00,254.81,1,FOLLOW
2026-03-05T23:29:54,3.349,224.565,320.10,257.89,1,FOLLOW
2026-03-05T23:29:54,3.378,223.295,323.10,254.81,1,FOLLOW
2026-03-05T23:29:54,3.325,222.221,321.50,257.89,1,FOLLOW
2026-03-05T23:29:55,3.315,225.039,318.60,254.81,1,FOLLOW
2026-03-05T23:29:55,3.346,222.934,320.20,257.89,2,FOLLOW
2026-03-05T23:29:55,3.279,228.285,323.30,254.81,1,FOLLOW
2026-03-05T23:29:56,3.332,225.911,321.90,257.89,2,FOLLOW
2026-03-05T23:29:56,3.319,225.794,320.70,254.81,2,FOLLOW
2026-03-05T23:29:56,3.322,222.107,317.60,257.89,1,FOLLOW
2026-03-05T23:29:56,3.319,229.060,320.70,254.81,2,FOLLOW
2026-03-05T23:29:57,3.339,221.549,319.40,257.89,1,FOLLOW
2026-03-05T23:29:57,3.263,229.187,319.30,254.81,1,FOLLOW
2026-03-05T23:29:57,3.349,223.125,318.50,257.89,1,FOLLOW
2026-03-05T23:29:58,3.274,229.441,323.30,254.81,1,FOLLOW
2026-03-05T23:29:58,3.327,226.982,322.10,257.89,2,FOLLOW
2026-03-05T23:29:58,3.314,227.683,317.30,254.82,1,FOLLOW
